,date,country,local,industry_sector,accident_level,potential_accident_level,gender,employee_type,critical_risk,description,year,month,day,weekday,week_of_year,quarter,description_processed
279,2016-12-22,Country_01,1,Mining,1,IV,Male,Third Party,Others,"At the end of the unleashing of saturated material on the talus crest of bank 4318, the rugged taut rope to leave the work area, tension at which moment loose material from the top of the slope crumbles (height of 6m and stool of 3m) projecting a fragment (6cmx2cmx1cm; 26gr) which rubs the right cheek causing the injury. At the time of the event the area was isolated and the collaborator had all the epps corresponding to the activity.",2016,12,22,Thursday,51,4,end unleashing saturated material talus crest bank rugged taut rope leave tension loose material top slope crumbles height stool projecting fragment cmxcmxcm gr rub right cheek injury isolated collaborator epps corresponding
280,2016-12-23,Country_01,3,Mining,1,III,Male,Third Party,Others,"At level 4150 Geology - Surface, master mine to temporarily repair water leakage from a 4-inch diameter metal distributor, makes a cut of a rim chamber strip of 4cm wide x 100cm long making Using a cutter, his partner stretches the camera when cutting with force the edge of the cutter makes contact with the index finger of the left hand causing a superficial cut. At the time of the event the worker was wearing boss gloves.",2016,12,23,Friday,51,4,level geology surface master mine temporarily repair water leakage inch metal distributor make cut rim chamber strip wide long making using cutter partner stretch camera cutting force edge cutter make contact index finger left hand superficial cut worker wearing bos glove
281,2016-12-26,Country_01,6,Metals,1,II,Male,Employee,Others,"Mr. Marcelo withdrew foam from the ajax oven, using the metal spoon to empty it into the foam waste container. At that moment splash of slag residues, impacting the face and generating a surface burn. The worker was wearing a face mask.",2016,12,26,Monday,52,4,marcelo withdrew foam ajax oven using metal spoon empty foam waste container splash slag residue impacting face surface burn worker wearing face mask
282,2016-12-28,Country_02,5,Metals,1,IV,Male,Employee,Others,"Employee reports that when trying to remove one of the plates from the overflow system of the Ustulador oven, the 5th finger of the right hand was pressed between the tool (wrench with extension) and the overflow flange of the Ustulador oven, located behind the performer.",2016,12,28,Wednesday,52,4,report trying remove plate overflow system ustulador oven th finger right hand pressed tool wrench extension overflow flange ustulador oven located behind performer
283,2016-12-30,Country_01,4,Mining,4,V,Male,Third Party,Others,"At 13:40 hours, Mr. Hidalgo, wanting to climb on the starter board to remove the fans, stands on an unstable reel and, when driving, fell frontally at a height of 2.98m.",2016,12,30,Friday,52,4,hour hidalgo wanting climb starter board remove fan stand unstable reel driving fell frontally height
284,2016-12-31,Country_01,4,Mining,3,IV,Male,Third Party,Others,"Being approximately 8:10 p.m. Alpha operator Mr. Ronald was heading to mine when he decides to stop the equipment to accommodate the lights (left side), manipulating the support of the lighthouse, catching his fifth finger of the right hand with the protection grid and support.",2016,12,31,Saturday,52,4,alpha operator ronald heading mine decides stop equipment accommodate light left side manipulating lighthouse catching fifth finger right hand protection grid
285,2017-01-02,Country_01,6,Metals,1,II,Male,Third Party (Remote),Pressed,"At 13:40 hours, Mr. Jose performed the erasing of the earthenware of section 30, when turning on the machine of alizado (ironing) of concrete, this tour abruptly imprisoning his left hand between the command of the equipment and the metal structure, causing an atriction in the back of the left hand.",2017,1,2,Monday,1,1,hour jose erasing earthenware section turning machine alizado ironing concrete tour abruptly imprisoning left hand command equipment metal structure atriction back left hand
286,2017-01-05,Country_01,1,Mining,1,IV,Male,Third Party,Projection,"In the volvo workshop at the time of cutting steel plate (thickness 1 in), for the installation of the MT-32 scoop lip, with Oxicorte equipment, the injured feels a discomfort in both eyes. At the time of the accident the collaborator made use of his full Epp, but the soldering iron lens did not make full adjustment for the presence of the respirator.",2017,1,5,Thursday,1,1,volvo workshop cutting steel plate thickness installation mt scoop lip oxicorte equipment injured feel discomfort eye accident collaborator full epp soldering iron lens make full adjustment presence respirator
287,2017-01-05,Country_01,3,Mining,1,III,Male,Employee,Others,"During the mechanized support activity in the level 3450 - Tajo when lifting the support mesh on the platform of the Scissor equipment, the employee with a stumble feels a pain in the heel of the left foot.",2017,1,5,Thursday,1,1,mechanized level tajo lifting mesh platform scissor equipment stumble feel pain heel left foot
288,2017-01-06,Country_02,8,Metals,1,I,Male,Employee,Pressed,"During the preparation for the scaffolding activity, the employee was loading the pieces to the designated place where he had his finger pressed between the metal pieces that were being moved.",2017,1,6,Friday,1,1,preparation scaffolding loading piece designated place finger pressed metal piece moved
289,2017-01-07,Country_01,4,Mining,1,IV,Male,Employee,Others,"When making the change of support of the vertical pump of 6 ""(40357 Zinc two mechanics raised a beam in"" H ""(4"" x 2.7 m and 45 kg.) One at each end and being at the height of The injured person's knee slips from his hands causing the injury described.",2017,1,7,Saturday,1,1,making change vertical pump zinc mechanic raised beam end height injured person knee slip hand injury
290,2017-01-08,Country_01,6,Metals,3,III,Male,Employee,Cut,"At 11:25 a.m., the deslaminator stops untimely, then the operator lowers and locks the machine to verify the failure, detecting locking of the sheet between the basket and the manipulator. The operator tries to arrange the sheet manually and when pulling the sheet, this one cuts the palm of the right hand with the edge of the sheet, is referred to the medical center for attention.",2017,1,8,Sunday,1,1,deslaminator stop untimely operator lower lock machine verify failure detecting locking sheet basket manipulator operator try arrange sheet manually pulling sheet cut palm right hand edge sheet referred attention
